date,open,close,high,low,volume,money,factor,turnover,turnover_free
2021-05-10,7.55,7.78,7.9,7.38,97917.42,75317.532,1.0,,0.0
2021-05-11,7.72,7.62,7.77,7.55,74261.96,56614.311,1.0,,0.0
2021-05-12,7.56,7.59,7.63,7.52,49812.88,37641.836,1.0,,0.0
2021-05-13,7.52,7.57,7.68,7.48,52438.45,39820.844,1.0,,0.0
2021-05-14,7.57,7.62,7.66,7.55,50294.0,38250.338,1.0,,0.0
2021-05-17,7.68,7.54,7.69,7.5,49713.96,37546.852,1.0,,0.0
2021-05-18,7.57,7.79,7.85,7.57,102342.22,78891.535,1.0,,0.0
2021-05-19,7.68,7.73,7.83,7.66,79996.46,61916.127,1.0,,0.0
2021-05-20,7.74,7.68,7.76,7.66,45790.25,35293.601,1.0,,0.0
2021-05-21,7.66,7.58,7.71,7.58,33519.0,25544.042,1.0,,0.0
2021-05-24,7.56,7.52,7.6,7.51,37361.0,28195.756,1.0,,0.0
2021-05-25,7.5,7.54,7.57,7.5,37032.54,27906.749,1.0,,0.0
2021-05-26,7.56,7.59,7.59,7.52,36936.6,27952.748,1.0,,0.0
2021-05-27,7.58,7.61,7.64,7.57,44437.78,33783.125,1.0,,0.0
2021-05-28,7.62,7.53,7.63,7.52,39530.82,29895.22,1.0,,0.0
2021-05-31,7.53,7.52,7.53,7.45,27882.99,20902.295,1.0,,0.0
2021-06-01,7.5,7.55,7.57,7.5,30783.48,23214.151,1.0,,0.0
2021-06-02,7.49,7.37,7.49,7.35,48897.56,36214.935,1.0,,0.0
2021-06-03,7.37,7.38,7.4,7.32,37469.68,27608.846,1.0,,0.0
2021-06-04,7.39,7.35,7.4,7.33,32862.63,24176.238,1.0,,0.0
2021-06-07,7.38,7.37,7.39,7.34,23688.94,17437.401,1.0,,0.0
2021-06-08,7.34,7.37,7.38,7.32,20790.38,15291.498,1.0,,0.0
2021-06-09,7.36,7.47,7.5,7.33,44938.0,33362.375,1.0,,0.0
2021-06-10,7.57,7.5,7.58,7.44,55501.04,41692.902,1.0,,0.0
2021-06-11,7.48,7.45,7.55,7.45,36227.32,27151.722,1.0,,0.0
2021-06-15,7.45,7.33,7.46,7.32,38713.22,28488.938,1.0,,0.0
2021-06-16,7.31,7.22,7.34,7.21,30617.32,22256.761,1.0,,0.0
2021-06-17,7.25,7.26,7.3,7.19,20227.8,14628.25,1.0,,0.0
2021-06-18,7.25,7.32,7.34,7.21,24086.68,17517.468,1.0,,0.0
2021-06-21,7.3,7.28,7.34,7.24,20158.0,14686.084,1.0,,0.0
2021-06-22,7.35,7.29,7.36,7.23,30551.85,22252.547,1.0,,0.0
2021-06-23,7.28,7.33,7.33,7.25,33493.92,24428.919,1.0,,0.0
2021-06-24,7.32,7.35,7.39,7.27,38449.3,28241.759,1.0,,0.0
2021-06-25,7.35,7.4,7.41,7.35,28756.68,21254.055,1.0,,0.0
2021-06-28,7.4,7.38,7.44,7.36,18475.77,13659.492,1.0,,0.0
2021-06-29,7.39,7.37,7.46,7.36,23930.66,17678.762,1.0,,0.0
2021-06-30,7.36,7.36,7.4,7.29,26696.58,19540.979,1.0,,0.0
2021-07-01,7.61,7.48,7.67,7.46,82611.42,62201.62,1.0,,0.0
2021-07-02,7.52,7.51,7.55,7.42,41247.61,30858.538,1.0,,0.0
2021-07-05,7.51,7.56,7.62,7.47,49214.52,37112.425,1.0,,0.0
2021-07-06,7.59,7.56,7.6,7.51,35698.31,26955.505,1.0,,0.0
2021-07-07,7.54,7.47,7.59,7.45,62331.3,46687.166,1.0,,0.0
2021-07-08,7.5,7.66,7.72,7.43,178366.4,134650.065,1.0,,0.0
2021-07-09,7.67,7.62,7.72,7.6,63480.75,48550.894,1.0,,0.0
2021-07-12,7.6,7.58,7.63,7.53,41082.02,31104.908,1.0,,0.0
2021-07-13,7.56,7.59,7.62,7.5,37650.32,28460.303,1.0,,0.0
2021-07-14,7.58,7.28,7.58,7.27,104685.3,77322.639,1.0,,0.0
2021-07-15,7.29,7.24,7.31,7.22,53358.0,38726.642,1.0,,0.0
2021-07-16,7.24,7.25,7.28,7.21,31803.22,23053.276,1.0,,0.0
2021-07-19,7.26,7.24,7.27,7.22,29206.21,21146.22,1.0,,0.0
2021-07-20,7.21,7.19,7.26,7.17,37319.69,26865.62,1.0,,0.0
2021-07-21,7.22,7.19,7.23,7.18,30295.0,21801.216,1.0,,0.0
2021-07-22,7.23,7.23,7.24,7.18,28127.0,20303.972,1.0,,0.0
2021-07-23,7.2,7.1,7.24,7.05,52238.77,37228.694,1.0,,0.0
2021-07-26,7.07,6.86,7.08,6.76,63852.43,43981.85,1.0,,0.0
2021-07-27,6.85,6.71,6.89,6.68,44291.51,29952.19,1.0,,0.0
2021-07-28,6.71,6.52,6.71,6.46,49465.74,32332.883,1.0,,0.0
2021-07-29,6.58,6.6,6.65,6.52,36218.12,23788.685,1.0,,0.0
2021-07-30,6.59,6.68,6.9,6.52,50572.6,33763.692,1.0,,0.0
2021-08-02,6.66,6.72,6.73,6.6,49442.7,32993.596,1.0,,0.0
2021-08-03,6.7,6.73,6.79,6.67,45751.21,30703.212,1.0,,0.0
2021-08-04,6.72,6.82,6.88,6.69,64479.39,43724.074,1.0,,0.0
2021-08-05,6.82,7.12,7.17,6.77,120512.87,85185.908,1.0,,0.0
2021-08-06,7.07,7.13,7.17,6.97,62526.5,44275.733,1.0,,0.0
2021-08-09,7.12,7.18,7.22,7.05,43291.14,31030.726,1.0,,0.0
2021-08-10,7.17,7.34,7.39,7.17,65981.91,48337.512,1.0,,0.0
2021-08-11,7.37,7.3,7.41,7.27,48421.1,35449.182,1.0,,0.0
2021-08-12,7.26,7.31,7.4,7.26,36976.14,27111.577,1.0,,0.0
2021-08-13,7.29,7.34,7.37,7.25,52572.13,38488.638,1.0,,0.0
2021-08-16,7.34,7.19,7.4,7.17,62578.98,45364.463,1.0,,0.0
2021-08-17,7.19,7.01,7.22,7.0,61259.41,43518.691,1.0,,0.0
2021-08-18,7.01,7.01,7.04,6.96,48832.72,34162.971,1.0,,0.0
2021-08-19,7.0,6.91,7.04,6.89,50761.3,35247.233,1.0,,0.0
2021-08-20,6.94,6.83,6.94,6.77,51229.98,34935.455,1.0,,0.0
2021-08-23,6.89,6.77,6.89,6.77,63700.38,43439.967,1.0,,0.0
2021-08-24,6.78,6.75,6.81,6.74,47782.42,32306.185,1.0,,0.0
2021-08-25,6.75,6.77,6.82,6.7,54371.88,36836.281,1.0,,0.0
2021-08-26,6.78,6.83,6.86,6.75,51611.64,35240.287,1.0,,0.0
2021-08-27,6.85,6.67,6.88,6.64,75644.55,50774.282,1.0,,0.0
2021-08-30,6.7,6.79,6.82,6.67,47285.53,31938.342,1.0,,0.0
2021-08-31,6.81,6.86,6.88,6.77,55003.34,37543.639,1.0,,0.0
2021-09-01,6.9,6.87,6.9,6.81,51787.22,35519.013,1.0,,0.0
2021-09-02,6.85,6.86,6.91,6.82,51479.84,35289.024,1.0,,0.0
2021-09-03,6.86,7.0,7.0,6.84,62287.25,43189.687,1.0,,0.0
2021-09-06,7.03,7.01,7.15,6.99,84149.07,59150.069,1.0,,0.0
2021-09-07,7.02,7.01,7.04,6.96,45614.04,31911.028,1.0,,0.0
2021-09-08,6.99,7.1,7.11,6.97,88038.61,62202.889,1.0,,0.0
2021-09-09,7.11,7.14,7.16,7.07,49340.51,35146.197,1.0,,0.0
2021-09-10,7.14,7.09,7.2,7.05,63935.5,45515.268,1.0,,0.0
2021-09-13,7.09,7.07,7.12,7.01,68510.26,48384.698,1.0,,0.0
2021-09-14,7.13,7.01,7.14,7.0,62911.8,44494.792,1.0,,0.0
2021-09-15,6.95,6.95,7.0,6.91,47386.32,32938.056,1.0,,0.0
2021-09-16,6.97,6.96,7.1,6.94,55481.09,38960.101,1.0,,0.0
2021-09-17,6.94,6.89,6.96,6.84,39964.0,27529.243,1.0,,0.0
2021-09-22,6.8,6.92,6.93,6.8,28535.16,19572.34,1.0,,0.0
2021-09-23,6.92,7.05,7.1,6.92,49107.31,34600.969,1.0,,0.0
2021-09-24,7.08,7.0,7.09,6.98,34324.03,24138.012,1.0,,0.0
2021-09-27,7.0,6.87,7.02,6.81,45892.38,31666.813,1.0,,0.0
2021-09-28,6.92,6.91,6.95,6.85,23187.26,16010.197,1.0,,0.0
2021-09-29,6.87,6.76,6.92,6.75,43491.02,29651.088,1.0,,0.0
2021-09-30,6.76,6.83,6.84,6.75,29796.27,20259.657,1.0,,0.0
2021-10-08,6.87,7.13,7.13,6.87,80145.11,56396.874,1.0,,0.0
2021-10-11,7.19,7.19,7.26,7.12,62247.6,44731.927,1.0,,0.0
2021-10-12,7.24,7.22,7.25,7.12,47784.79,34337.561,1.0,,0.0
2021-10-13,7.24,7.16,7.24,7.07,32463.0,23204.201,1.0,,0.0
2021-10-14,7.12,7.18,7.2,7.12,27728.0,19839.945,1.0,,0.0
2021-10-15,7.16,7.03,7.18,7.02,37451.3,26469.53,1.0,,0.0
2021-10-18,7.03,7.06,7.08,6.99,25548.4,18010.91,1.0,,0.0
2021-10-19,7.05,6.99,7.05,6.98,29073.61,20366.038,1.0,,0.0
2021-10-20,7.0,6.94,7.03,6.91,26140.91,18141.469,1.0,,0.0
