date,open,close,high,low,volume,money,factor,turnover,turnover_free
2021-05-10,3.09,3.28,3.4,3.09,214870.37,69595.983,1.0,,0.0
2021-05-11,3.3,3.46,3.6,3.22,353677.71,121833.082,1.0,,0.0
2021-05-12,3.46,3.54,3.7,3.37,350225.33,123655.567,1.0,,0.0
2021-05-13,3.52,3.46,3.67,3.41,267797.2,94189.461,1.0,,0.0
2021-05-14,3.43,3.4,3.57,3.4,226530.86,78421.108,1.0,,0.0
2021-05-17,3.37,3.32,3.37,3.23,173155.76,57132.003,1.0,,0.0
2021-05-18,3.31,3.24,3.31,3.21,137377.84,44529.445,1.0,,0.0
2021-05-19,3.24,3.16,3.25,3.14,127865.44,40491.666,1.0,,0.0
2021-05-20,3.16,3.19,3.21,3.11,120185.59,38067.703,1.0,,0.0
2021-05-21,3.19,3.51,3.51,3.15,398456.68,136687.718,1.0,,0.0
2021-05-24,3.43,3.56,3.63,3.39,455630.53,160618.274,1.0,,0.0
2021-05-25,3.51,3.52,3.59,3.47,254441.89,89261.776,1.0,,0.0
2021-05-26,3.59,3.56,3.66,3.5,260666.23,93133.974,1.0,,0.0
2021-05-27,3.47,3.49,3.58,3.46,224781.04,78722.721,1.0,,0.0
2021-05-28,3.49,3.56,3.63,3.44,289551.43,102456.255,1.0,,0.0
2021-05-31,3.62,3.65,3.68,3.51,337225.8,121542.454,1.0,,0.0
2021-06-01,3.65,3.56,3.66,3.54,221168.0,79488.369,1.0,,0.0
2021-06-02,3.55,3.51,3.59,3.5,184058.0,65168.314,1.0,,0.0
2021-06-03,3.65,3.86,3.86,3.64,382477.54,145694.955,1.0,,0.0
2021-06-04,3.98,4.25,4.25,3.91,901681.16,377032.45,1.0,,0.0
2021-06-07,4.0,4.32,4.65,4.0,1293907.99,552861.388,1.0,,0.0
2021-06-08,4.15,4.11,4.33,4.06,807297.13,335367.365,1.0,,0.0
2021-06-09,4.06,4.03,4.12,3.96,575395.16,231537.409,1.0,,0.0
2021-06-10,4.11,4.16,4.28,4.01,635745.43,263415.702,1.0,,0.0
2021-06-11,4.05,4.24,4.58,4.0,813010.88,343513.019,1.0,,0.0
2021-06-15,4.18,3.92,4.23,3.91,492450.24,197791.436,1.0,,0.0
2021-06-16,3.89,3.71,3.93,3.7,384732.67,145525.342,1.0,,0.0
2021-06-17,3.69,3.74,3.85,3.66,294573.35,110407.328,1.0,,0.0
2021-06-18,3.68,3.71,3.79,3.66,216473.87,80458.422,1.0,,0.0
