date,open,close,high,low,volume,money,turnover,factor,turnover_free
2026-08-12,499.0,502.0,524.44,491.0,89743.69,4530427.69541,51.4988,1.0,0.0
2026-08-13,497.02,510.98,544.0,497.0,64047.63,3333196.62667,36.75,1.0,0.0
2026-08-14,509.0,538.0,554.6,509.0,49415.97,2634798.9567,28.36,1.0,0.0
2026-08-17,530.23,520.0,537.99,489.68,58215.47,2979221.43689,0.0,1.0,0.0
2026-08-18,510.11,473.0,521.91,440.46,78769.65,3745342.54863,0.0,1.0,0.0
2026-08-19,450.24,383.0,455.0,378.4,71276.26,2895478.97245,0.0,1.0,0.0
2026-08-20,383.0,389.29,390.9,355.6,52812.25,1984941.42806,5.1855,1.0,30.3059
2026-08-21,382.54,385.14,404.89,377.0,43415.51,1699065.40076,4.2629,1.0,24.9137
2026-08-24,377.54,389.99,400.55,364.01,43603.19,1663416.79404,4.2813,1.0,25.0214
2026-08-25,373.0,375.8,389.98,362.94,35815.12,1355214.34746,3.5166,1.0,20.5523
2026-08-26,374.88,404.0,422.99,374.88,61125.65,2437644.83793,6.0018,1.0,35.0765
2026-08-27,392.83,414.48,417.87,385.0,48280.9,1924982.05474,4.7406,1.0,27.7057
2026-08-28,408.05,378.59,416.0,377.84,45734.29,1810474.27188,4.4905,1.0,26.2443
2026-08-31,365.88,374.0,378.3,361.22,36708.65,1356077.057,3.6043,1.0,21.065
2026-09-01,374.0,349.93,383.8,347.74,41270.86,1488248.64489,4.0523,1.0,23.683
2026-09-02,346.32,341.03,352.15,338.5,26814.4,921510.36885,2.6328,1.0,15.3873
2026-09-03,346.11,348.49,358.4,338.88,37261.39,1300594.25582,3.6586,1.0,21.3822
2026-09-04,350.79,354.46,369.88,348.0,41686.67,1489265.45141,4.0931,1.0,23.9216
2026-09-07,362.01,362.22,368.98,351.8,35559.14,1282614.71635,3.4915,1.0,20.4054
2026-09-08,354.99,351.81,362.1,343.21,29927.17,1051224.44812,2.9385,1.0,17.1735
2026-09-09,353.67,321.09,356.0,319.3,41582.45,1381127.45881,4.0829,1.0,23.8618
2026-09-10,321.49,320.5,322.5,314.95,23069.93,736020.34049,2.2652,1.0,13.2385
2026-09-11,316.19,323.2,326.58,315.02,30278.93,971582.77206,2.973,1.0,17.3754
2026-09-14,317.0,332.5,341.8,312.8,30926.87,1018516.02888,3.0366,1.0,17.7472
2026-09-15,330.33,346.16,362.5,330.33,39654.04,1382563.9674,3.8935,1.0,22.7552
2026-09-16,351.16,363.66,371.52,347.3,37542.95,1355157.84477,3.6862,1.0,21.5438
