date,open,close,high,low,volume,money,factor,turnover,turnover_free
2021-05-10,5.58,5.59,5.66,5.52,46981.27,29509.964,0.8887122416534181,,0.0
2021-05-11,5.55,5.66,5.7,5.41,68566.61,42868.208,0.889937106918239,,0.0
2021-05-12,5.63,5.609999999999999,5.68,5.569999999999999,43051.17,27186.729,0.8890649762282091,,0.0
2021-05-13,5.58,5.54,5.71,5.51,56520.39,35734.733,0.8878205128205128,,0.0
2021-05-14,5.58,5.65,5.69,5.5,44831.82,28389.384,0.889763779527559,,0.0
2021-05-17,5.65,5.48,5.65,5.37,101660.0,62575.158,0.8867313915857605,,0.0
2021-05-18,5.46,5.7,5.72,5.39,80781.39,51014.164,0.890625,,0.0
2021-05-19,5.73,5.6,5.73,5.53,59005.14,37152.26,0.8888888888888888,,0.0
2021-05-20,5.6,5.569999999999999,5.67,5.53,37059.0,23270.998,0.8883572567783093,,0.0
2021-05-21,5.56,5.47,5.6,5.45,54007.5,33530.906,0.886547811993517,,0.0
2021-05-24,5.47,5.47,5.51,5.39,44182.5,27198.884,0.886547811993517,,0.0
2021-05-25,5.48,5.53,5.56,5.44,38362.0,23854.892,0.8876404494382022,,0.0
2021-05-26,5.54,5.46,5.54,5.37,74164.5,45540.602,0.8863636363636364,,0.0
2021-05-27,5.42,5.46,5.51,5.42,39606.0,24425.898,0.8863636363636364,,0.0
2021-05-28,5.47,5.58,5.67,5.47,54904.0,34456.97,0.8885350318471338,,0.0
2021-05-31,5.54,5.87,5.9,5.5,109435.3,70624.341,0.893455098934551,,0.0
2021-06-01,5.87,5.88,5.94,5.73,83165.15,54545.483,0.8936170212765957,,0.0
2021-06-02,5.84,5.75,5.87,5.71,76992.63,49827.324,0.8914728682170543,,0.0
2021-06-03,5.79,5.82,5.87,5.66,70573.07,44619.482,0.913657770800628,,0.0
2021-06-04,5.75,5.65,5.8100000000000005,5.65,43520.5,27235.129,0.9112903225806452,,0.0
2021-06-07,5.66,5.91,5.91,5.65,91779.0,58760.093,0.9148606811145512,,0.0
2021-06-08,5.91,5.8100000000000005,5.91,5.7700000000000005,51385.5,32683.539,0.9135220125786164,,0.0
2021-06-09,5.8,5.7700000000000005,5.8500000000000005,5.73,33484.0,21230.969,0.9129746835443038,,0.0
2021-06-10,5.8,6.24,6.34,5.78,193463.78,129466.7,0.91899852724595,,0.0
2021-06-11,6.25,6.09,6.2700000000000005,6.05,99391.29,66405.624,0.9171686746987951,,0.0
2021-06-15,6.09,6.09,6.2700000000000005,6.0,75091.57,50168.185,0.9171686746987951,,0.0
2021-06-16,6.08,5.99,6.19,5.97,63480.03,41980.565,0.9159021406727827,,0.0
2021-06-17,5.98,6.1000000000000005,6.11,5.930000000000001,55805.0,36766.487,0.9172932330827068,,0.0
2021-06-18,6.140000000000001,6.19,6.19,6.05,58511.17,38994.785,0.9183976261127595,,0.0
