date,open,close,high,low,volume,money,factor,turnover,turnover_free
2021-05-10,4.172000000000001,4.362,4.382000000000001,4.112,149090.55,80904.612,0.7916515426497278,,0.0
2021-05-11,4.312,4.252000000000001,4.452,4.242,125417.91,68828.205,0.7874074074074074,,0.0
2021-05-12,4.2620000000000005,4.232,4.282,4.122,83869.14,44622.075,0.7866171003717473,,0.0
2021-05-13,4.172000000000001,4.172000000000001,4.282,4.152,58726.14,31428.073,0.7842105263157896,,0.0
2021-05-14,4.172000000000001,4.232,4.2620000000000005,4.162,61807.65,33262.991,0.7866171003717473,,0.0
2021-05-17,4.212000000000001,4.122,4.252000000000001,4.082000000000001,57852.8,30703.759,0.7821631878557875,,0.0
2021-05-18,4.0920000000000005,4.252000000000001,4.272,3.992,91802.35,48762.84,0.7874074074074074,,0.0
2021-05-19,4.242,4.362,4.392,4.202,142560.86,77684.09,0.7916515426497278,,0.0
2021-05-20,4.312,4.272,4.442,4.252000000000001,157750.29,86790.954,0.7881918819188193,,0.0
2021-05-21,4.242,4.482,4.482,4.182,178974.1,98934.672,0.7960923623445827,,0.0
2021-05-24,4.442,4.352,4.5520000000000005,4.312,154605.78,85899.296,0.7912727272727273,,0.0
2021-05-25,4.322,4.312,4.372,4.222,87879.21,47746.112,0.7897435897435898,,0.0
2021-05-26,4.332000000000001,4.352,4.412,4.252000000000001,94935.12,51971.082,0.7912727272727273,,0.0
2021-05-27,4.3420000000000005,4.312,4.392,4.282,79493.99,43514.673,0.7897435897435898,,0.0
2021-05-28,4.352,4.232,4.392,4.182,109880.15,59572.234,0.7866171003717473,,0.0
2021-05-31,4.252000000000001,4.192,4.2620000000000005,4.132000000000001,79687.88,42481.965,0.7850187265917603,,0.0
2021-06-01,4.232,4.162,4.232,4.122,59936.21,31802.573,0.7838041431261771,,0.0
2021-06-02,4.162,4.202,4.272,4.132000000000001,92375.94,49448.209,0.7854205607476636,,0.0
2021-06-03,4.172000000000001,4.152,4.252000000000001,4.102,92393.0,49068.568,0.7833962264150944,,0.0
2021-06-04,4.112,4.042000000000001,4.162,4.042000000000001,73774.62,38595.256,0.7788053949903662,,0.0
2021-06-07,4.042000000000001,4.082000000000001,4.102,4.032,38142.07,19912.159,0.7804971319311664,,0.0
2021-06-08,4.112,4.0520000000000005,4.112,4.0120000000000005,43010.27,22387.895,0.7792307692307693,,0.0
2021-06-09,4.042000000000001,4.042000000000001,4.082000000000001,4.0120000000000005,34216.21,17772.955,0.7788053949903662,,0.0
2021-06-10,4.072,4.042000000000001,4.102,4.032,43365.0,22584.14,0.7788053949903662,,0.0
2021-06-11,4.062,4.142,4.182,4.042000000000001,88708.74,46944.292,0.7829867674858224,,0.0
2021-06-15,4.202,4.062,4.232,4.052,69022.31,35590.543,0.7949119373776908,,0.0
2021-06-16,4.062,3.832,4.062,3.812,84830.03,41825.584,0.7852459016393443,,0.0
