date,open,close,high,low,volume,money,turnover,turnover_free,factor
2026-08-20,40.0,32.49,43.79,31.95,355159.64,1325174.22427,0.0,0.0,1.0
2026-08-21,28.5,26.6,29.1,26.57,281001.2,779564.95395,0.0,0.0,1.0
2026-08-24,26.76,26.99,29.6,26.76,236146.58,660310.4829,0.0,0.0,1.0
2026-08-25,25.38,26.6,28.6,25.02,207829.95,564623.70094,0.0,0.0,1.0
2026-08-26,25.89,28.07,28.85,25.89,224809.43,618026.61793,0.0,0.0,1.0
2026-08-27,27.5,29.31,31.0,26.1,251732.2,703777.52573,0.0,0.0,1.0
2026-08-28,29.02,28.08,30.95,28.0,202878.56,596942.27779,0.0,0.0,1.0
2026-08-31,27.2,30.3,32.66,27.2,220089.51,661160.26914,0.0,0.0,1.0
2026-09-01,29.85,28.25,30.0,27.8,199318.46,570848.80323,0.0,0.0,1.0
2026-09-02,27.49,26.0,27.49,25.88,140307.11,368451.29985,0.0,0.0,1.0
2026-09-03,25.77,24.61,26.1,24.5,118013.36,296160.87393,0.0,0.0,1.0
2026-09-04,24.65,23.78,25.0,23.62,92702.26,225828.51396,0.0,0.0,1.0
2026-09-07,23.6,23.89,24.26,23.56,67076.78,160369.92209,0.0,0.0,1.0
2026-09-08,23.79,23.4,24.0,23.26,68885.64,161892.16842,0.0,0.0,1.0
2026-09-09,23.24,22.51,23.33,22.33,82984.92,188675.77752,0.0,0.0,1.0
2026-09-10,22.43,21.91,22.44,21.89,54050.03,119268.65864,0.0,0.0,1.0
2026-09-11,21.69,21.28,21.98,20.92,55069.06,117071.21598,0.0,0.0,1.0
2026-09-14,21.05,21.84,22.11,20.98,52586.67,114222.8556,0.0,0.0,1.0
2026-09-15,21.62,21.64,22.27,21.53,42112.63,91979.79749,0.0,0.0,1.0
2026-09-16,21.6,21.87,21.94,21.28,42222.53,91383.0556,0.0,0.0,1.0
2026-09-17,21.68,21.92,22.21,21.23,59621.48,129833.45734,0.0,0.0,1.0
2026-09-18,21.75,23.48,23.77,21.75,126742.29,290796.51396,0.0,0.0,1.0
2026-09-21,23.02,23.19,23.59,23.0,83249.26,193410.13796,0.0,0.0,1.0
2026-09-22,23.22,22.95,23.4,22.66,60407.4,138627.12574,0.0,0.0,1.0
2026-09-23,23.19,24.16,24.84,23.18,137780.04,331881.86609,0.0,0.0,1.0
